,num_source_variables,num_target_variables,max_chain_length,sum_chain_length,chain_strength,chain_break_method,solver,machine,best_sample,best_energy,mean_energy,best_sample_pp,best_energy_pp,mean_energy_pp,vertices,g1_name,g2_name,a,b,start,end
121,9.0,20.0,3.0,20.0,1.4151837295206584,majority_vote,dwave,DW_2000Q_6,"{'x[0][0]': 1, 'x[0][1]': -1, 'x[2][0]': -1, 'x[0][2]': 1, 'x[1][0]': -1, 'x[1][1]': 1, 'x[1][2]': -1, 'x[2][1]': -1, 'x[2][2]': 1}",-4.02,0.015040000000000277,"{'x[0][0]': 0, 'x[0][1]': 1, 'x[2][0]': 0, 'x[0][2]': 0, 'x[1][0]': 1, 'x[1][1]': 0, 'x[1][2]': 0, 'x[2][1]': 0, 'x[2][2]': 1}",0.0,0.01330999999999988,3,complete,segment,1,0.01,2021-06-22 10:35:18.682206,2021-06-22 10:35:23.119651
122,9.0,12.0,2.0,12.0,1.4151837295206584,majority_vote,dwave,Advantage_system1.1,"{'x[0][0]': 1, 'x[0][1]': 1, 'x[2][0]': -1, 'x[0][2]': -1, 'x[1][0]': 1, 'x[1][1]': -1, 'x[1][2]': -1, 'x[2][1]': -1, 'x[2][2]': 1}",-4.02,0.03720000000000024,"{'x[0][0]': 0, 'x[0][1]': 1, 'x[2][0]': 0, 'x[0][2]': 0, 'x[1][0]': 1, 'x[1][1]': 0, 'x[1][2]': 0, 'x[2][1]': 0, 'x[2][2]': 1}",0.0,0.016719999999999877,3,complete,segment,1,0.01,2021-06-22 10:35:23.130659,2021-06-22 10:35:28.469158
123,0.0,0.0,0.0,0.0,0.0,,dwave,Leap_Hybrid,"{'x[0][0]': 1, 'x[0][1]': -1, 'x[2][0]': -1, 'x[0][2]': -1, 'x[1][0]': -1, 'x[1][1]': 1, 'x[1][2]': -1, 'x[2][1]': -1, 'x[2][2]': 1}",0.019999999999999574,0.019999999999999574,"{'x[0][0]': 1, 'x[0][1]': 0, 'x[2][0]': 0, 'x[0][2]': 0, 'x[1][0]': 0, 'x[1][1]': 1, 'x[1][2]': 0, 'x[2][1]': 0, 'x[2][2]': 1}",0.0,0.0,3,complete,segment,1,0.01,2021-06-22 10:35:28.488171,2021-06-22 10:35:41.790962
124,,,,,,,simulated_annealing,,"{'x[0][0]': 0, 'x[0][1]': 1, 'x[2][0]': 0, 'x[0][2]': 0, 'x[1][0]': 1, 'x[1][1]': 0, 'x[1][2]': 0, 'x[2][1]': 0, 'x[2][2]': 1}",0.0,,,,,3,complete,segment,1,0.0005,2021-06-22 10:35:41.827487,2021-06-22 10:35:41.950573
125,9.0,20.0,3.0,20.0,1.4145905162772958,majority_vote,dwave,DW_2000Q_6,"{'x[0][0]': -1, 'x[0][1]': 1, 'x[2][0]': 1, 'x[0][2]': -1, 'x[1][0]': -1, 'x[1][1]': -1, 'x[1][2]': 1, 'x[2][1]': 1, 'x[2][2]': -1}",-4.01,-0.01193999999999988,"{'x[0][0]': 0, 'x[0][1]': 1, 'x[2][0]': 0, 'x[0][2]': 0, 'x[1][0]': 1, 'x[1][1]': 0, 'x[1][2]': 0, 'x[2][1]': 0, 'x[2][2]': 1}",0.0,0.0038649999999999336,3,complete,segment,1,0.0005,2021-06-22 10:35:41.962081,2021-06-22 10:35:46.457325
126,9.0,11.0,2.0,11.0,1.4145905162772958,majority_vote,dwave,Advantage_system1.1,"{'x[0][0]': 1, 'x[0][1]': -1, 'x[2][0]': 1, 'x[0][2]': -1, 'x[1][0]': -1, 'x[1][1]': -1, 'x[1][2]': 1, 'x[2][1]': 1, 'x[2][2]': -1}",-4.01,0.060380000000000426,"{'x[0][0]': 0, 'x[0][1]': 1, 'x[2][0]': 0, 'x[0][2]': 0, 'x[1][0]': 1, 'x[1][1]': 0, 'x[1][2]': 0, 'x[2][1]': 0, 'x[2][2]': 1}",0.0,0.014544999999999919,3,complete,segment,1,0.0005,2021-06-22 10:35:46.468335,2021-06-22 10:35:53.043284
127,0.0,0.0,0.0,0.0,0.0,,dwave,Leap_Hybrid,"{'x[0][0]': 1, 'x[0][1]': -1, 'x[2][0]': -1, 'x[0][2]': -1, 'x[1][0]': -1, 'x[1][1]': 1, 'x[1][2]': -1, 'x[2][1]': -1, 'x[2][2]': 1}",0.010000000000001563,0.010000000000001563,"{'x[0][0]': 1, 'x[0][1]': 0, 'x[2][0]': 0, 'x[0][2]': 0, 'x[1][0]': 0, 'x[1][1]': 1, 'x[1][2]': 0, 'x[2][1]': 0, 'x[2][2]': 1}",0.0,0.0,3,complete,segment,1,0.0005,2021-06-22 10:35:53.059296,2021-06-22 10:36:06.481158
128,,,,,,,simulated_annealing,,"{'x[0][0]': 0, 'x[0][1]': 0, 'x[2][0]': 1, 'x[0][2]': 1, 'x[1][0]': 0, 'x[1][1]': 1, 'x[1][2]': 0, 'x[2][1]': 0, 'x[2][2]': 0}",0.0,,,,,3,complete,complete,1,0.1,2021-06-22 10:36:06.517433,2021-06-22 10:36:06.716588
129,9.0,20.0,3.0,20.0,1414,majority_vote,dwave,DW_2000Q_6,"{'x[0][0]': 1, 'x[0][1]': -1, 'x[2][0]': -1, 'x[0][2]': -1, 'x[1][0]': -1, 'x[1][1]': 1, 'x[1][2]': 1, 'x[2][1]': 1, 'x[2][2]': -1}",-4.0,104,"{'x[0][0]': 0, 'x[0][1]': 0, 'x[2][0]': 1, 'x[0][2]': 1, 'x[1][0]': 0, 'x[1][1]': 1, 'x[1][2]': 0, 'x[2][1]': 0, 'x[2][2]': 0}",0.0,8,3,complete,complete,1,0.1,2021-06-22 10:36:06.728096,2021-06-22 10:36:11.309826
130,9.0,12.0,2.0,12.0,1414,majority_vote,dwave,Advantage_system1.1,"{'x[0][0]': 1, 'x[0][1]': 1, 'x[2][0]': 1, 'x[0][2]': -1, 'x[1][0]': -1, 'x[1][1]': -1, 'x[1][2]': 1, 'x[2][1]': -1, 'x[2][2]': -1}",-4.0,68,"{'x[0][0]': 0, 'x[0][1]': 0, 'x[2][0]': 1, 'x[0][2]': 1, 'x[1][0]': 0, 'x[1][1]': 1, 'x[1][2]': 0, 'x[2][1]': 0, 'x[2][2]': 0}",0.0,32,3,complete,complete,1,0.1,2021-06-22 10:36:11.321334,2021-06-22 10:36:16.607592
131,0.0,0.0,0.0,0.0,0.0,,dwave,Leap_Hybrid,"{'x[0][0]': 1, 'x[0][1]': -1, 'x[2][0]': -1, 'x[0][2]': -1, 'x[1][0]': -1, 'x[1][1]': -1, 'x[1][2]': 1, 'x[2][1]': 1, 'x[2][2]': -1}",0.0,0.0,"{'x[0][0]': 1, 'x[0][1]': 0, 'x[2][0]': 0, 'x[0][2]': 0, 'x[1][0]': 0, 'x[1][1]': 0, 'x[1][2]': 1, 'x[2][1]': 1, 'x[2][2]': 0}",0.0,0.0,3,complete,complete,1,0.1,2021-06-22 10:36:16.624104,2021-06-22 10:36:30.038320
132,,,,,,,simulated_annealing,,"{'x[0][0]': 0, 'x[0][1]': 0, 'x[2][0]': 1, 'x[0][2]': 1, 'x[1][0]': 0, 'x[1][1]': 1, 'x[1][2]': 0, 'x[2][1]': 0, 'x[2][2]': 0}",0.0,,,,,3,complete,complete,1,0.05,2021-06-22 10:36:30.070341,2021-06-22 10:36:30.273512
133,9.0,20.0,3.0,20.0,1414,majority_vote,dwave,DW_2000Q_6,"{'x[0][0]': 1, 'x[0][1]': -1, 'x[2][0]': -1, 'x[0][2]': 1, 'x[1][0]': 1, 'x[1][1]': -1, 'x[1][2]': -1, 'x[2][1]': 1, 'x[2][2]': -1}",-4.0,-4,"{'x[0][0]': 0, 'x[0][1]': 0, 'x[2][0]': 1, 'x[0][2]': 1, 'x[1][0]': 0, 'x[1][1]': 1, 'x[1][2]': 0, 'x[2][1]': 0, 'x[2][2]': 0}",0.0,4,3,complete,complete,1,0.05,2021-06-22 10:36:30.284519,2021-06-22 10:36:34.730183
134,9.0,11.0,2.0,11.0,1414,majority_vote,dwave,Advantage_system1.1,"{'x[0][0]': 1, 'x[0][1]': -1, 'x[2][0]': -1, 'x[0][2]': 1, 'x[1][0]': -1, 'x[1][1]': -1, 'x[1][2]': 1, 'x[2][1]': 1, 'x[2][2]': -1}",-4.0,4,"{'x[0][0]': 0, 'x[0][1]': 0, 'x[2][0]': 1, 'x[0][2]': 1, 'x[1][0]': 0, 'x[1][1]': 1, 'x[1][2]': 0, 'x[2][1]': 0, 'x[2][2]': 0}",0.0,4,3,complete,complete,1,0.05,2021-06-22 10:36:34.741692,2021-06-22 10:36:40.022249
135,0.0,0.0,0.0,0.0,0.0,,dwave,Leap_Hybrid,"{'x[0][0]': 1, 'x[0][1]': -1, 'x[2][0]': -1, 'x[0][2]': -1, 'x[1][0]': -1, 'x[1][1]': 1, 'x[1][2]': -1, 'x[2][1]': -1, 'x[2][2]': 1}",0.0,0.0,"{'x[0][0]': 1, 'x[0][1]': 0, 'x[2][0]': 0, 'x[0][2]': 0, 'x[1][0]': 0, 'x[1][1]': 1, 'x[1][2]': 0, 'x[2][1]': 0, 'x[2][2]': 1}",0.0,0.0,3,complete,complete,1,0.05,2021-06-22 10:36:40.040260,2021-06-22 10:36:53.314811
136,,,,,,,simulated_annealing,,"{'x[0][0]': 0, 'x[0][1]': 0, 'x[2][0]': 1, 'x[0][2]': 1, 'x[1][0]': 0, 'x[1][1]': 1, 'x[1][2]': 0, 'x[2][1]': 0, 'x[2][2]': 0}",0.0,,,,,3,complete,complete,1,0.01,2021-06-22 10:36:53.348902,2021-06-22 10:36:53.553081
137,9.0,21.0,3.0,21.0,1414,majority_vote,dwave,DW_2000Q_6,"{'x[0][0]': 1, 'x[0][1]': -1, 'x[2][0]': -1, 'x[0][2]': -1, 'x[1][0]': -1, 'x[1][1]': 1, 'x[1][2]': 1, 'x[2][1]': -1, 'x[2][2]': 1}",-4.0,36,"{'x[0][0]': 0, 'x[0][1]': 0, 'x[2][0]': 1, 'x[0][2]': 1, 'x[1][0]': 0, 'x[1][1]': 1, 'x[1][2]': 0, 'x[2][1]': 0, 'x[2][2]': 0}",0.0,6,3,complete,complete,1,0.01,2021-06-22 10:36:53.564088,2021-06-22 10:36:58.007466
138,9.0,11.0,2.0,11.0,1414,majority_vote,dwave,Advantage_system1.1,"{'x[0][0]': 1, 'x[0][1]': 1, 'x[2][0]': 1, 'x[0][2]': -1, 'x[1][0]': -1, 'x[1][1]': -1, 'x[1][2]': 1, 'x[2][1]': -1, 'x[2][2]': -1}",-4.0,56,"{'x[0][0]': 0, 'x[0][1]': 0, 'x[2][0]': 1, 'x[0][2]': 1, 'x[1][0]': 0, 'x[1][1]': 1, 'x[1][2]': 0, 'x[2][1]': 0, 'x[2][2]': 0}",0.0,8,3,complete,complete,1,0.01,2021-06-22 10:36:58.019475,2021-06-22 10:37:03.451656
139,0.0,0.0,0.0,0.0,0.0,,dwave,Leap_Hybrid,"{'x[0][0]': 1, 'x[0][1]': -1, 'x[2][0]': -1, 'x[0][2]': -1, 'x[1][0]': -1, 'x[1][1]': 1, 'x[1][2]': -1, 'x[2][1]': -1, 'x[2][2]': 1}",0.0,0.0,"{'x[0][0]': 1, 'x[0][1]': 0, 'x[2][0]': 0, 'x[0][2]': 0, 'x[1][0]': 0, 'x[1][1]': 1, 'x[1][2]': 0, 'x[2][1]': 0, 'x[2][2]': 1}",0.0,0.0,3,complete,complete,1,0.01,2021-06-22 10:37:03.469668,2021-06-22 10:37:16.364705
140,,,,,,,simulated_annealing,,"{'x[0][0]': 0, 'x[0][1]': 0, 'x[2][0]': 1, 'x[0][2]': 1, 'x[1][0]': 0, 'x[1][1]': 1, 'x[1][2]': 0, 'x[2][1]': 0, 'x[2][2]': 0}",0.0,,,,,3,complete,complete,1,0.0005,2021-06-22 10:37:16.393719,2021-06-22 10:37:16.599365
141,9.0,20.0,3.0,20.0,1414,majority_vote,dwave,DW_2000Q_6,"{'x[0][0]': 1, 'x[0][1]': 1, 'x[2][0]': -1, 'x[0][2]': -1, 'x[1][0]': -1, 'x[1][1]': 1, 'x[1][2]': -1, 'x[2][1]': -1, 'x[2][2]': 1}",-4.0,16,"{'x[0][0]': 0, 'x[0][1]': 0, 'x[2][0]': 1, 'x[0][2]': 1, 'x[1][0]': 0, 'x[1][1]': 1, 'x[1][2]': 0, 'x[2][1]': 0, 'x[2][2]': 0}",0.0,0.01,3,complete,complete,1,0.0005,2021-06-22 10:37:16.610873,2021-06-22 10:37:21.292322
142,9.0,11.0,2.0,11.0,1414,majority_vote,dwave,Advantage_system1.1,"{'x[0][0]': 1, 'x[0][1]': 1, 'x[2][0]': 1, 'x[0][2]': -1, 'x[1][0]': -1, 'x[1][1]': -1, 'x[1][2]': 1, 'x[2][1]': -1, 'x[2][2]': -1}",-4.0,44,"{'x[0][0]': 0, 'x[0][1]': 0, 'x[2][0]': 1, 'x[0][2]': 1, 'x[1][0]': 0, 'x[1][1]': 1, 'x[1][2]': 0, 'x[2][1]': 0, 'x[2][2]': 0}",0.0,14,3,complete,complete,1,0.0005,2021-06-22 10:37:21.302324,2021-06-22 10:37:26.649584
143,0.0,0.0,0.0,0.0,0.0,,dwave,Leap_Hybrid,"{'x[0][0]': -1, 'x[0][1]': 1, 'x[2][0]': 1, 'x[0][2]': -1, 'x[1][0]': -1, 'x[1][1]': -1, 'x[1][2]': 1, 'x[2][1]': -1, 'x[2][2]': -1}",0.0,0.0,"{'x[0][0]': 0, 'x[0][1]': 1, 'x[2][0]': 1, 'x[0][2]': 0, 'x[1][0]': 0, 'x[1][1]': 0, 'x[1][2]': 1, 'x[2][1]': 0, 'x[2][2]': 0}",0.0,0.0,3,complete,complete,1,0.0005,2021-06-22 10:37:26.667597,2021-06-22 10:37:41.426871
144,,,,,,,simulated_annealing,,"{'x[3][1]': 0, 'x[0][0]': 0, 'x[3][0]': 1, 'x[0][1]': 0, 'x[3][3]': 0, 'x[0][2]': 0, 'x[3][2]': 0, 'x[0][3]': 1, 'x[1][0]': 0, 'x[1][1]': 0, 'x[1][2]': 1, 'x[1][3]': 0, 'x[2][0]': 0, 'x[2][1]': 1, 'x[2][2]': 0, 'x[2][3]': 0}",0.0,,,,,4,empty,empty,1,0.1,2021-06-22 10:37:41.478229,2021-06-22 10:37:41.834207
145,16.0,57.0,5.0,57.0,1.7317892481477066,majority_vote,dwave,DW_2000Q_6,"{'x[0][0]': 1, 'x[3][1]': -1, 'x[0][1]': 1, 'x[3][0]': 1, 'x[0][2]': -1, 'x[3][3]': -1, 'x[0][3]': -1, 'x[3][2]': -1, 'x[1][0]': -1, 'x[1][1]': -1, 'x[1][2]': 1, 'x[1][3]': -1, 'x[2][0]': -1, 'x[2][1]': 1, 'x[2][2]': -1, 'x[2][3]': 1}",0.0,23.66,"{'x[3][1]': 0, 'x[0][0]': 0, 'x[3][0]': 1, 'x[0][1]': 0, 'x[3][3]': 0, 'x[0][2]': 0, 'x[3][2]': 0, 'x[0][3]': 1, 'x[1][0]': 0, 'x[1][1]': 0, 'x[1][2]': 1, 'x[1][3]': 0, 'x[2][0]': 0, 'x[2][1]': 1, 'x[2][2]': 0, 'x[2][3]': 0}",0.0,172,4,empty,empty,1,0.1,2021-06-22 10:37:41.845217,2021-06-22 10:37:46.372610
146,16.0,30.0,3.0,30.0,1.7317892481477066,majority_vote,dwave,Advantage_system1.1,"{'x[0][0]': -1, 'x[3][1]': -1, 'x[0][1]': -1, 'x[3][0]': -1, 'x[0][2]': -1, 'x[3][3]': -1, 'x[0][3]': 1, 'x[3][2]': 1, 'x[1][0]': 1, 'x[1][1]': -1, 'x[1][2]': 1, 'x[1][3]': -1, 'x[2][0]': -1, 'x[2][1]': 1, 'x[2][2]': -1, 'x[2][3]': 1}",0.0,23572,"{'x[3][1]': 0, 'x[0][0]': 0, 'x[3][0]': 1, 'x[0][1]': 0, 'x[3][3]': 0, 'x[0][2]': 0, 'x[3][2]': 0, 'x[0][3]': 1, 'x[1][0]': 0, 'x[1][1]': 0, 'x[1][2]': 1, 'x[1][3]': 0, 'x[2][0]': 0, 'x[2][1]': 1, 'x[2][2]': 0, 'x[2][3]': 0}",0.0,256,4,empty,empty,1,0.1,2021-06-22 10:37:46.384619,2021-06-22 10:37:51.833939
147,0.0,0.0,0.0,0.0,0.0,,dwave,Leap_Hybrid,"{'x[0][0]': -1, 'x[3][1]': -1, 'x[0][1]': -1, 'x[3][0]': 1, 'x[0][2]': 1, 'x[3][3]': -1, 'x[0][3]': -1, 'x[3][2]': -1, 'x[1][0]': -1, 'x[1][1]': -1, 'x[1][2]': -1, 'x[1][3]': 1, 'x[2][0]': -1, 'x[2][1]': 1, 'x[2][2]': -1, 'x[2][3]': -1}",24.0,24.0,"{'x[0][0]': 0, 'x[3][1]': 0, 'x[0][1]': 0, 'x[3][0]': 1, 'x[0][2]': 1, 'x[3][3]': 0, 'x[0][3]': 0, 'x[3][2]': 0, 'x[1][0]': 0, 'x[1][1]': 0, 'x[1][2]': 0, 'x[1][3]': 1, 'x[2][0]': 0, 'x[2][1]': 1, 'x[2][2]': 0, 'x[2][3]': 0}",0.0,0.0,4,empty,empty,1,0.1,2021-06-22 10:37:51.853453,2021-06-22 10:38:04.735840
148,,,,,,,simulated_annealing,,"{'x[3][1]': 0, 'x[0][0]': 0, 'x[3][0]': 1, 'x[0][1]': 0, 'x[3][3]': 0, 'x[0][2]': 0, 'x[3][2]': 0, 'x[0][3]': 1, 'x[1][0]': 0, 'x[1][1]': 0, 'x[1][2]': 1, 'x[1][3]': 0, 'x[2][0]': 0, 'x[2][1]': 1, 'x[2][2]': 0, 'x[2][3]': 0}",0.0,,,,,4,empty,empty,1,0.05,2021-06-22 10:38:04.768867,2021-06-22 10:38:05.134660
149,16.0,59.0,5.0,59.0,1.7317892481477066,majority_vote,dwave,DW_2000Q_6,"{'x[0][0]': 1, 'x[3][1]': -1, 'x[0][1]': 1, 'x[3][0]': -1, 'x[0][2]': -1, 'x[3][3]': 1, 'x[0][3]': -1, 'x[3][2]': -1, 'x[1][0]': 1, 'x[1][1]': -1, 'x[1][2]': 1, 'x[1][3]': -1, 'x[2][0]': -1, 'x[2][1]': 1, 'x[2][2]': -1, 'x[2][3]': -1}",0.0,22.04,"{'x[3][1]': 0, 'x[0][0]': 0, 'x[3][0]': 1, 'x[0][1]': 0, 'x[3][3]': 0, 'x[0][2]': 0, 'x[3][2]': 0, 'x[0][3]': 1, 'x[1][0]': 0, 'x[1][1]': 0, 'x[1][2]': 1, 'x[1][3]': 0, 'x[2][0]': 0, 'x[2][1]': 1, 'x[2][2]': 0, 'x[2][3]': 0}",0.0,282,4,empty,empty,1,0.05,2021-06-22 10:38:05.146155,2021-06-22 10:38:09.784544
150,16.0,28.0,2.0,28.0,1.7317892481477066,majority_vote,dwave,Advantage_system1.1,"{'x[0][0]': -1, 'x[3][1]': -1, 'x[0][1]': 1, 'x[3][0]': 1, 'x[0][2]': -1, 'x[3][3]': -1, 'x[0][3]': 1, 'x[3][2]': 1, 'x[1][0]': -1, 'x[1][1]': 1, 'x[1][2]': -1, 'x[1][3]': -1, 'x[2][0]': 1, 'x[2][1]': -1, 'x[2][2]': -1, 'x[2][3]': -1}",0.0,23348,"{'x[3][1]': 0, 'x[0][0]': 0, 'x[3][0]': 1, 'x[0][1]': 0, 'x[3][3]': 0, 'x[0][2]': 0, 'x[3][2]': 0, 'x[0][3]': 1, 'x[1][0]': 0, 'x[1][1]': 0, 'x[1][2]': 1, 'x[1][3]': 0, 'x[2][0]': 0, 'x[2][1]': 1, 'x[2][2]': 0, 'x[2][3]': 0}",0.0,244,4,empty,empty,1,0.05,2021-06-22 10:38:09.796553,2021-06-22 10:38:15.334481
151,0.0,0.0,0.0,0.0,0.0,,dwave,Leap_Hybrid,"{'x[0][0]': 1, 'x[3][1]': -1, 'x[0][1]': -1, 'x[3][0]': -1, 'x[0][2]': -1, 'x[3][3]': -1, 'x[0][3]': -1, 'x[3][2]': 1, 'x[1][0]': -1, 'x[1][1]': 1, 'x[1][2]': -1, 'x[1][3]': -1, 'x[2][0]': -1, 'x[2][1]': -1, 'x[2][2]': -1, 'x[2][3]': 1}",24.0,24.0,"{'x[0][0]': 1, 'x[3][1]': 0, 'x[0][1]': 0, 'x[3][0]': 0, 'x[0][2]': 0, 'x[3][3]': 0, 'x[0][3]': 0, 'x[3][2]': 1, 'x[1][0]': 0, 'x[1][1]': 1, 'x[1][2]': 0, 'x[1][3]': 0, 'x[2][0]': 0, 'x[2][1]': 0, 'x[2][2]': 0, 'x[2][3]': 1}",0.0,0.0,4,empty,empty,1,0.05,2021-06-22 10:38:15.353495,2021-06-22 10:38:29.138125
152,,,,,,,simulated_annealing,,"{'x[3][1]': 0, 'x[0][0]': 0, 'x[3][0]': 1, 'x[0][1]': 0, 'x[3][3]': 0, 'x[0][2]': 0, 'x[3][2]': 0, 'x[0][3]': 1, 'x[1][0]': 0, 'x[1][1]': 0, 'x[1][2]': 1, 'x[1][3]': 0, 'x[2][0]': 0, 'x[2][1]': 1, 'x[2][2]': 0, 'x[2][3]': 0}",0.0,,,,,4,empty,empty,1,0.01,2021-06-22 10:38:29.171154,2021-06-22 10:38:29.545923
153,16.0,63.0,5.0,63.0,1.7317892481477066,majority_vote,dwave,DW_2000Q_6,"{'x[0][0]': -1, 'x[3][1]': 1, 'x[0][1]': -1, 'x[3][0]': -1, 'x[0][2]': -1, 'x[3][3]': -1, 'x[0][3]': 1, 'x[3][2]': -1, 'x[1][0]': -1, 'x[1][1]': -1, 'x[1][2]': 1, 'x[1][3]': 1, 'x[2][0]': 1, 'x[2][1]': -1, 'x[2][2]': 1, 'x[2][3]': -1}",0.0,23216,"{'x[3][1]': 0, 'x[0][0]': 0, 'x[3][0]': 1, 'x[0][1]': 0, 'x[3][3]': 0, 'x[0][2]': 0, 'x[3][2]': 0, 'x[0][3]': 1, 'x[1][0]': 0, 'x[1][1]': 0, 'x[1][2]': 1, 'x[1][3]': 0, 'x[2][0]': 0, 'x[2][1]': 1, 'x[2][2]': 0, 'x[2][3]': 0}",0.0,218,4,empty,empty,1,0.01,2021-06-22 10:38:29.557431,2021-06-22 10:38:34.266926
154,16.0,28.0,2.0,28.0,1.7317892481477066,majority_vote,dwave,Advantage_system1.1,"{'x[0][0]': -1, 'x[3][1]': 1, 'x[0][1]': 1, 'x[3][0]': 1, 'x[0][2]': 1, 'x[3][3]': -1, 'x[0][3]': -1, 'x[3][2]': -1, 'x[1][0]': -1, 'x[1][1]': -1, 'x[1][2]': -1, 'x[1][3]': 1, 'x[2][0]': -1, 'x[2][1]': -1, 'x[2][2]': 1, 'x[2][3]': -1}",0.0,23008,"{'x[3][1]': 0, 'x[0][0]': 0, 'x[3][0]': 1, 'x[0][1]': 0, 'x[3][3]': 0, 'x[0][2]': 0, 'x[3][2]': 0, 'x[0][3]': 1, 'x[1][0]': 0, 'x[1][1]': 0, 'x[1][2]': 1, 'x[1][3]': 0, 'x[2][0]': 0, 'x[2][1]': 1, 'x[2][2]': 0, 'x[2][3]': 0}",0.0,242,4,empty,empty,1,0.01,2021-06-22 10:38:34.280937,2021-06-22 10:38:40.003449
155,0.0,0.0,0.0,0.0,0.0,,dwave,Leap_Hybrid,"{'x[0][0]': -1, 'x[3][1]': -1, 'x[0][1]': -1, 'x[3][0]': -1, 'x[0][2]': 1, 'x[3][3]': 1, 'x[0][3]': -1, 'x[3][2]': -1, 'x[1][0]': 1, 'x[1][1]': -1, 'x[1][2]': -1, 'x[1][3]': -1, 'x[2][0]': -1, 'x[2][1]': 1, 'x[2][2]': -1, 'x[2][3]': -1}",24.0,24.0,"{'x[0][0]': 0, 'x[3][1]': 0, 'x[0][1]': 0, 'x[3][0]': 0, 'x[0][2]': 1, 'x[3][3]': 1, 'x[0][3]': 0, 'x[3][2]': 0, 'x[1][0]': 1, 'x[1][1]': 0, 'x[1][2]': 0, 'x[1][3]': 0, 'x[2][0]': 0, 'x[2][1]': 1, 'x[2][2]': 0, 'x[2][3]': 0}",0.0,0.0,4,empty,empty,1,0.01,2021-06-22 10:38:40.022837,2021-06-22 10:38:53.086078
156,,,,,,,simulated_annealing,,"{'x[3][1]': 0, 'x[0][0]': 0, 'x[3][0]': 1, 'x[0][1]': 0, 'x[3][3]': 0, 'x[0][2]': 0, 'x[3][2]': 0, 'x[0][3]': 1, 'x[1][0]': 0, 'x[1][1]': 0, 'x[1][2]': 1, 'x[1][3]': 0, 'x[2][0]': 0, 'x[2][1]': 1, 'x[2][2]': 0, 'x[2][3]': 0}",0.0,,,,,4,empty,empty,1,0.0005,2021-06-22 10:38:53.105092,2021-06-22 10:38:53.502840
157,16.0,56.0,5.0,56.0,1.7317892481477066,majority_vote,dwave,DW_2000Q_6,"{'x[0][0]': 1, 'x[3][1]': -1, 'x[0][1]': -1, 'x[3][0]': -1, 'x[0][2]': -1, 'x[3][3]': -1, 'x[0][3]': -1, 'x[3][2]': 1, 'x[1][0]': 1, 'x[1][1]': 1, 'x[1][2]': -1, 'x[1][3]': -1, 'x[2][0]': -1, 'x[2][1]': -1, 'x[2][2]': 1, 'x[2][3]': 1}",0.0,23096,"{'x[3][1]': 0, 'x[0][0]': 0, 'x[3][0]': 1, 'x[0][1]': 0, 'x[3][3]': 0, 'x[0][2]': 0, 'x[3][2]': 0, 'x[0][3]': 1, 'x[1][0]': 0, 'x[1][1]': 0, 'x[1][2]': 1, 'x[1][3]': 0, 'x[2][0]': 0, 'x[2][1]': 1, 'x[2][2]': 0, 'x[2][3]': 0}",0.0,228,4,empty,empty,1,0.0005,2021-06-22 10:38:53.514340,2021-06-22 10:38:58.081466
158,16.0,28.0,2.0,28.0,1.7317892481477066,majority_vote,dwave,Advantage_system1.1,"{'x[0][0]': -1, 'x[3][1]': -1, 'x[0][1]': 1, 'x[3][0]': 1, 'x[0][2]': -1, 'x[3][3]': -1, 'x[0][3]': -1, 'x[3][2]': 1, 'x[1][0]': -1, 'x[1][1]': -1, 'x[1][2]': -1, 'x[1][3]': 1, 'x[2][0]': -1, 'x[2][1]': -1, 'x[2][2]': 1, 'x[2][3]': 1}",0.0,23272,"{'x[3][1]': 0, 'x[0][0]': 0, 'x[3][0]': 1, 'x[0][1]': 0, 'x[3][3]': 0, 'x[0][2]': 0, 'x[3][2]': 0, 'x[0][3]': 1, 'x[1][0]': 0, 'x[1][1]': 0, 'x[1][2]': 1, 'x[1][3]': 0, 'x[2][0]': 0, 'x[2][1]': 1, 'x[2][2]': 0, 'x[2][3]': 0}",0.0,212,4,empty,empty,1,0.0005,2021-06-22 10:38:58.098982,2021-06-22 10:39:03.635754
159,0.0,0.0,0.0,0.0,0.0,,dwave,Leap_Hybrid,"{'x[0][0]': 1, 'x[3][1]': -1, 'x[0][1]': -1, 'x[3][0]': -1, 'x[0][2]': -1, 'x[3][3]': 1, 'x[0][3]': -1, 'x[3][2]': -1, 'x[1][0]': -1, 'x[1][1]': 1, 'x[1][2]': -1, 'x[1][3]': -1, 'x[2][0]': -1, 'x[2][1]': -1, 'x[2][2]': 1, 'x[2][3]': -1}",24.0,24.0,"{'x[0][0]': 1, 'x[3][1]': 0, 'x[0][1]': 0, 'x[3][0]': 0, 'x[0][2]': 0, 'x[3][3]': 1, 'x[0][3]': 0, 'x[3][2]': 0, 'x[1][0]': 0, 'x[1][1]': 1, 'x[1][2]': 0, 'x[1][3]': 0, 'x[2][0]': 0, 'x[2][1]': 0, 'x[2][2]': 1, 'x[2][3]': 0}",0.0,0.0,4,empty,empty,1,0.0005,2021-06-22 10:39:03.659770,2021-06-22 10:39:16.841679
