,num_source_variables,num_target_variables,max_chain_length,sum_chain_length,chain_strength,chain_break_method,solver,machine,best_sample,best_energy,mean_energy,best_sample_pp,best_energy_pp,mean_energy_pp,vertices,g1_name,g2_name,a,b,start,end
0,,,,,,,simulated_annealing,,"{'x[0][0]': 0, 'x[0][1]': 0, 'x[2][0]': 1, 'x[0][2]': 1, 'x[1][0]': 0, 'x[1][1]': 1, 'x[1][2]': 0, 'x[2][1]': 0, 'x[2][2]': 0}",0.0,,,,,3,empty,empty,1,0.1,2021-06-22 10:23:24.145631,2021-06-22 10:23:24.336284
1,9.0,21.0,3.0,21.0,1414,majority_vote,dwave,DW_2000Q_6,"{'x[0][0]': 1, 'x[0][1]': 1, 'x[2][0]': -1, 'x[0][2]': -1, 'x[1][0]': -1, 'x[1][1]': -1, 'x[1][2]': 1, 'x[2][1]': 1, 'x[2][2]': -1}",-4.0,36,"{'x[0][0]': 0, 'x[0][1]': 0, 'x[2][0]': 1, 'x[0][2]': 1, 'x[1][0]': 0, 'x[1][1]': 1, 'x[1][2]': 0, 'x[2][1]': 0, 'x[2][2]': 0}",0.0,8,3,empty,empty,1,0.1,2021-06-22 10:23:24.346792,2021-06-22 10:23:29.870856
2,9.0,11.0,2.0,11.0,1414,majority_vote,dwave,Advantage_system1.1,"{'x[0][0]': 1, 'x[0][1]': 1, 'x[2][0]': -1, 'x[0][2]': -1, 'x[1][0]': 1, 'x[1][1]': -1, 'x[1][2]': -1, 'x[2][1]': -1, 'x[2][2]': 1}",-4.0,24,"{'x[0][0]': 0, 'x[0][1]': 0, 'x[2][0]': 1, 'x[0][2]': 1, 'x[1][0]': 0, 'x[1][1]': 1, 'x[1][2]': 0, 'x[2][1]': 0, 'x[2][2]': 0}",0.0,12,3,empty,empty,1,0.1,2021-06-22 10:23:29.884366,2021-06-22 10:23:35.401329
3,0.0,0.0,0.0,0.0,0.0,,dwave,Leap_Hybrid,"{'x[0][0]': -1, 'x[0][1]': 1, 'x[2][0]': 1, 'x[0][2]': -1, 'x[1][0]': -1, 'x[1][1]': -1, 'x[1][2]': 1, 'x[2][1]': -1, 'x[2][2]': -1}",0.0,0.0,"{'x[0][0]': 0, 'x[0][1]': 1, 'x[2][0]': 1, 'x[0][2]': 0, 'x[1][0]': 0, 'x[1][1]': 0, 'x[1][2]': 1, 'x[2][1]': 0, 'x[2][2]': 0}",0.0,0.0,3,empty,empty,1,0.1,2021-06-22 10:23:35.418342,2021-06-22 10:23:48.900841
4,,,,,,,simulated_annealing,,"{'x[0][0]': 0, 'x[0][1]': 0, 'x[2][0]': 1, 'x[0][2]': 1, 'x[1][0]': 0, 'x[1][1]': 1, 'x[1][2]': 0, 'x[2][1]': 0, 'x[2][2]': 0}",0.0,,,,,3,empty,empty,1,0.05,2021-06-22 10:23:48.935449,2021-06-22 10:23:49.141134
5,9.0,20.0,3.0,20.0,1414,majority_vote,dwave,DW_2000Q_6,"{'x[0][0]': 1, 'x[0][1]': -1, 'x[2][0]': 1, 'x[0][2]': 1, 'x[1][0]': -1, 'x[1][1]': 1, 'x[1][2]': -1, 'x[2][1]': -1, 'x[2][2]': -1}",-4.0,0.0,"{'x[0][0]': 0, 'x[0][1]': 0, 'x[2][0]': 1, 'x[0][2]': 1, 'x[1][0]': 0, 'x[1][1]': 1, 'x[1][2]': 0, 'x[2][1]': 0, 'x[2][2]': 0}",0.0,2,3,empty,empty,1,0.05,2021-06-22 10:23:49.151141,2021-06-22 10:23:53.562311
6,9.0,11.0,2.0,11.0,1414,majority_vote,dwave,Advantage_system1.1,"{'x[0][0]': 1, 'x[0][1]': 1, 'x[2][0]': -1, 'x[0][2]': -1, 'x[1][0]': 1, 'x[1][1]': -1, 'x[1][2]': -1, 'x[2][1]': -1, 'x[2][2]': 1}",-4.0,0.1,"{'x[0][0]': 0, 'x[0][1]': 0, 'x[2][0]': 1, 'x[0][2]': 1, 'x[1][0]': 0, 'x[1][1]': 1, 'x[1][2]': 0, 'x[2][1]': 0, 'x[2][2]': 0}",0.0,8,3,empty,empty,1,0.05,2021-06-22 10:23:53.572318,2021-06-22 10:23:58.956328
7,0.0,0.0,0.0,0.0,0.0,,dwave,Leap_Hybrid,"{'x[0][0]': 1, 'x[0][1]': -1, 'x[2][0]': -1, 'x[0][2]': -1, 'x[1][0]': -1, 'x[1][1]': -1, 'x[1][2]': 1, 'x[2][1]': 1, 'x[2][2]': -1}",0.0,0.0,"{'x[0][0]': 1, 'x[0][1]': 0, 'x[2][0]': 0, 'x[0][2]': 0, 'x[1][0]': 0, 'x[1][1]': 0, 'x[1][2]': 1, 'x[2][1]': 1, 'x[2][2]': 0}",0.0,0.0,3,empty,empty,1,0.05,2021-06-22 10:23:58.971840,2021-06-22 10:24:12.303949
8,,,,,,,simulated_annealing,,"{'x[0][0]': 0, 'x[0][1]': 0, 'x[2][0]': 1, 'x[0][2]': 1, 'x[1][0]': 0, 'x[1][1]': 1, 'x[1][2]': 0, 'x[2][1]': 0, 'x[2][2]': 0}",0.0,,,,,3,empty,empty,1,0.01,2021-06-22 10:24:12.333955,2021-06-22 10:24:12.540039
9,9.0,20.0,3.0,20.0,1414,majority_vote,dwave,DW_2000Q_6,"{'x[0][0]': -1, 'x[0][1]': 1, 'x[2][0]': 1, 'x[0][2]': -1, 'x[1][0]': -1, 'x[1][1]': 1, 'x[1][2]': -1, 'x[2][1]': -1, 'x[2][2]': 1}",-4.0,0.02,"{'x[0][0]': 0, 'x[0][1]': 0, 'x[2][0]': 1, 'x[0][2]': 1, 'x[1][0]': 0, 'x[1][1]': 1, 'x[1][2]': 0, 'x[2][1]': 0, 'x[2][2]': 0}",0.0,6,3,empty,empty,1,0.01,2021-06-22 10:24:12.550547,2021-06-22 10:24:17.186236
10,9.0,11.0,2.0,11.0,1414,majority_vote,dwave,Advantage_system1.1,"{'x[0][0]': -1, 'x[0][1]': 1, 'x[2][0]': 1, 'x[0][2]': -1, 'x[1][0]': 1, 'x[1][1]': -1, 'x[1][2]': -1, 'x[2][1]': -1, 'x[2][2]': 1}",-4.0,32,"{'x[0][0]': 0, 'x[0][1]': 0, 'x[2][0]': 1, 'x[0][2]': 1, 'x[1][0]': 0, 'x[1][1]': 1, 'x[1][2]': 0, 'x[2][1]': 0, 'x[2][2]': 0}",0.0,0.01,3,empty,empty,1,0.01,2021-06-22 10:24:17.198246,2021-06-22 10:24:22.457216
11,0.0,0.0,0.0,0.0,0.0,,dwave,Leap_Hybrid,"{'x[0][0]': 1, 'x[0][1]': -1, 'x[2][0]': -1, 'x[0][2]': -1, 'x[1][0]': -1, 'x[1][1]': -1, 'x[1][2]': 1, 'x[2][1]': 1, 'x[2][2]': -1}",0.0,0.0,"{'x[0][0]': 1, 'x[0][1]': 0, 'x[2][0]': 0, 'x[0][2]': 0, 'x[1][0]': 0, 'x[1][1]': 0, 'x[1][2]': 1, 'x[2][1]': 1, 'x[2][2]': 0}",0.0,0.0,3,empty,empty,1,0.01,2021-06-22 10:24:22.472122,2021-06-22 10:24:35.679329
12,,,,,,,simulated_annealing,,"{'x[0][0]': 0, 'x[0][1]': 0, 'x[2][0]': 1, 'x[0][2]': 1, 'x[1][0]': 0, 'x[1][1]': 1, 'x[1][2]': 0, 'x[2][1]': 0, 'x[2][2]': 0}",0.0,,,,,3,empty,empty,1,0.0005,2021-06-22 10:24:35.690836,2021-06-22 10:24:35.887001
13,9.0,20.0,3.0,20.0,1414,majority_vote,dwave,DW_2000Q_6,"{'x[0][0]': 1, 'x[0][1]': -1, 'x[2][0]': -1, 'x[0][2]': -1, 'x[1][0]': 1, 'x[1][1]': 1, 'x[1][2]': -1, 'x[2][1]': -1, 'x[2][2]': 1}",-4.0,8,"{'x[0][0]': 0, 'x[0][1]': 0, 'x[2][0]': 1, 'x[0][2]': 1, 'x[1][0]': 0, 'x[1][1]': 1, 'x[1][2]': 0, 'x[2][1]': 0, 'x[2][2]': 0}",0.0,6,3,empty,empty,1,0.0005,2021-06-22 10:24:35.898008,2021-06-22 10:24:40.378670
14,9.0,11.0,2.0,11.0,1414,majority_vote,dwave,Advantage_system1.1,"{'x[0][0]': 1, 'x[0][1]': 1, 'x[2][0]': -1, 'x[0][2]': -1, 'x[1][0]': -1, 'x[1][1]': -1, 'x[1][2]': 1, 'x[2][1]': 1, 'x[2][2]': -1}",-4.0,76,"{'x[0][0]': 0, 'x[0][1]': 0, 'x[2][0]': 1, 'x[0][2]': 1, 'x[1][0]': 0, 'x[1][1]': 1, 'x[1][2]': 0, 'x[2][1]': 0, 'x[2][2]': 0}",0.0,24,3,empty,empty,1,0.0005,2021-06-22 10:24:40.389678,2021-06-22 10:24:46.056758
15,0.0,0.0,0.0,0.0,0.0,,dwave,Leap_Hybrid,"{'x[0][0]': 1, 'x[0][1]': -1, 'x[2][0]': -1, 'x[0][2]': -1, 'x[1][0]': -1, 'x[1][1]': -1, 'x[1][2]': 1, 'x[2][1]': 1, 'x[2][2]': -1}",0.0,0.0,"{'x[0][0]': 1, 'x[0][1]': 0, 'x[2][0]': 0, 'x[0][2]': 0, 'x[1][0]': 0, 'x[1][1]': 0, 'x[1][2]': 1, 'x[2][1]': 1, 'x[2][2]': 0}",0.0,0.0,3,empty,empty,1,0.0005,2021-06-22 10:24:46.071767,2021-06-22 10:24:59.037014
16,,,,,,,simulated_annealing,,"{'x[0][0]': 0, 'x[0][1]': 0, 'x[2][0]': 1, 'x[0][2]': 1, 'x[1][0]': 0, 'x[1][1]': 1, 'x[1][2]': 0, 'x[2][1]': 0, 'x[2][2]': 0}",0.0,,,,,3,empty,segment,1,0.1,2021-06-22 10:24:59.046525,2021-06-22 10:24:59.209142
17,9.0,20.0,3.0,20.0,1.4181181697352776,majority_vote,dwave,DW_2000Q_6,"{'x[0][0]': 1, 'x[0][1]': -1, 'x[2][0]': -1, 'x[0][2]': 1, 'x[1][0]': -1, 'x[1][1]': -1, 'x[1][2]': 1, 'x[2][1]': 1, 'x[2][2]': -1}",-4.299999999999999,-0.04059999999999969,"{'x[0][0]': 0, 'x[0][1]': 0, 'x[2][0]': 1, 'x[0][2]': 1, 'x[1][0]': 0, 'x[1][1]': 1, 'x[1][2]': 0, 'x[2][1]': 0, 'x[2][2]': 0}",0.0,0.02659999999999997,3,empty,segment,1,0.1,2021-06-22 10:24:59.219650,2021-06-22 10:25:03.896895
18,9.0,11.0,2.0,11.0,1.4181181697352776,majority_vote,dwave,Advantage_system1.1,"{'x[0][0]': 1, 'x[0][1]': -1, 'x[2][0]': -1, 'x[0][2]': 1, 'x[1][0]': -1, 'x[1][1]': -1, 'x[1][2]': 1, 'x[2][1]': 1, 'x[2][2]': -1}",-4.299999999999999,0.08440000000000025,"{'x[0][0]': 0, 'x[0][1]': 0, 'x[2][0]': 1, 'x[0][2]': 1, 'x[1][0]': 0, 'x[1][1]': 1, 'x[1][2]': 0, 'x[2][1]': 0, 'x[2][2]': 0}",0.0,0.07329999999999992,3,empty,segment,1,0.1,2021-06-22 10:25:03.906906,2021-06-22 10:25:09.316927
19,0.0,0.0,0.0,0.0,0.0,,dwave,Leap_Hybrid,"{'x[0][0]': -1, 'x[0][1]': -1, 'x[2][0]': 1, 'x[0][2]': 1, 'x[1][0]': -1, 'x[1][1]': 1, 'x[1][2]': -1, 'x[2][1]': -1, 'x[2][2]': -1}",-0.09999999999999964,-0.09999999999999964,"{'x[0][0]': 0, 'x[0][1]': 0, 'x[2][0]': 1, 'x[0][2]': 1, 'x[1][0]': 0, 'x[1][1]': 1, 'x[1][2]': 0, 'x[2][1]': 0, 'x[2][2]': 0}",0.0,0.0,3,empty,segment,1,0.1,2021-06-22 10:25:09.336947,2021-06-22 10:25:21.773739
20,,,,,,,simulated_annealing,,"{'x[0][0]': 0, 'x[0][1]': 0, 'x[2][0]': 1, 'x[0][2]': 1, 'x[1][0]': 0, 'x[1][1]': 1, 'x[1][2]': 0, 'x[2][1]': 0, 'x[2][2]': 0}",0.0,,,,,3,empty,segment,1,0.05,2021-06-22 10:25:21.802283,2021-06-22 10:25:21.954055
21,9.0,20.0,3.0,20.0,1.4160115552926191,majority_vote,dwave,DW_2000Q_6,"{'x[0][0]': -1, 'x[0][1]': -1, 'x[2][0]': 1, 'x[0][2]': 1, 'x[1][0]': 1, 'x[1][1]': -1, 'x[1][2]': -1, 'x[2][1]': 1, 'x[2][2]': -1}",-4.05,-0.011500000000000447,"{'x[0][0]': 0, 'x[0][1]': 0, 'x[2][0]': 1, 'x[0][2]': 1, 'x[1][0]': 0, 'x[1][1]': 1, 'x[1][2]': 0, 'x[2][1]': 0, 'x[2][2]': 0}",0.0,0.03264999999999992,3,empty,segment,1,0.05,2021-06-22 10:25:21.964563,2021-06-22 10:25:26.447973
22,9.0,11.0,2.0,11.0,1.4160115552926191,majority_vote,dwave,Advantage_system1.1,"{'x[0][0]': 1, 'x[0][1]': -1, 'x[2][0]': -1, 'x[0][2]': 1, 'x[1][0]': -1, 'x[1][1]': 1, 'x[1][2]': -1, 'x[2][1]': 1, 'x[2][2]': -1}",-4.050000000000001,0.07659999999999967,"{'x[0][0]': 0, 'x[0][1]': 0, 'x[2][0]': 1, 'x[0][2]': 1, 'x[1][0]': 0, 'x[1][1]': 1, 'x[1][2]': 0, 'x[2][1]': 0, 'x[2][2]': 0}",0.0,0.04699999999999995,3,empty,segment,1,0.05,2021-06-22 10:25:26.459481,2021-06-22 10:25:32.125496
23,0.0,0.0,0.0,0.0,0.0,,dwave,Leap_Hybrid,"{'x[0][0]': 1, 'x[0][1]': -1, 'x[2][0]': -1, 'x[0][2]': -1, 'x[1][0]': -1, 'x[1][1]': -1, 'x[1][2]': 1, 'x[2][1]': 1, 'x[2][2]': -1}",-0.05000000000000071,-0.05000000000000071,"{'x[0][0]': 1, 'x[0][1]': 0, 'x[2][0]': 0, 'x[0][2]': 0, 'x[1][0]': 0, 'x[1][1]': 0, 'x[1][2]': 1, 'x[2][1]': 1, 'x[2][2]': 0}",0.0,0.0,3,empty,segment,1,0.05,2021-06-22 10:25:32.141007,2021-06-22 10:25:45.071301
24,,,,,,,simulated_annealing,,"{'x[0][0]': 0, 'x[0][1]': 0, 'x[2][0]': 1, 'x[0][2]': 1, 'x[1][0]': 0, 'x[1][1]': 1, 'x[1][2]': 0, 'x[2][1]': 0, 'x[2][2]': 0}",0.0,,,,,3,empty,segment,1,0.01,2021-06-22 10:25:45.085331,2021-06-22 10:25:45.221431
25,9.0,20.0,3.0,20.0,1.4143946865826855,majority_vote,dwave,DW_2000Q_6,"{'x[0][0]': 1, 'x[0][1]': -1, 'x[2][0]': 1, 'x[0][2]': -1, 'x[1][0]': -1, 'x[1][1]': 1, 'x[1][2]': -1, 'x[2][1]': -1, 'x[2][2]': 1}",-3.99,0.038099999999999946,"{'x[0][0]': 0, 'x[0][1]': 0, 'x[2][0]': 1, 'x[0][2]': 1, 'x[1][0]': 0, 'x[1][1]': 1, 'x[1][2]': 0, 'x[2][1]': 0, 'x[2][2]': 0}",0.0,0.005329999999999951,3,empty,segment,1,0.01,2021-06-22 10:25:45.231939,2021-06-22 10:25:49.679845
26,9.0,12.0,2.0,12.0,1.4143946865826855,majority_vote,dwave,Advantage_system1.1,"{'x[0][0]': -1, 'x[0][1]': -1, 'x[2][0]': 1, 'x[0][2]': 1, 'x[1][0]': -1, 'x[1][1]': -1, 'x[1][2]': 1, 'x[2][1]': 1, 'x[2][2]': -1}",-4.029999999999999,0.30019999999999974,"{'x[0][0]': 0, 'x[0][1]': 0, 'x[2][0]': 1, 'x[0][2]': 1, 'x[1][0]': 0, 'x[1][1]': 1, 'x[1][2]': 0, 'x[2][1]': 0, 'x[2][2]': 0}",0.0,0.025579999999999926,3,empty,segment,1,0.01,2021-06-22 10:25:49.693335,2021-06-22 10:25:55.428980
27,0.0,0.0,0.0,0.0,0.0,,dwave,Leap_Hybrid,"{'x[0][0]': 1, 'x[0][1]': -1, 'x[2][0]': -1, 'x[0][2]': -1, 'x[1][0]': -1, 'x[1][1]': -1, 'x[1][2]': 1, 'x[2][1]': 1, 'x[2][2]': -1}",-0.009999999999999787,-0.009999999999999787,"{'x[0][0]': 1, 'x[0][1]': 0, 'x[2][0]': 0, 'x[0][2]': 0, 'x[1][0]': 0, 'x[1][1]': 0, 'x[1][2]': 1, 'x[2][1]': 1, 'x[2][2]': 0}",0.0,0.0,3,empty,segment,1,0.01,2021-06-22 10:25:55.446492,2021-06-22 10:26:08.903438
28,,,,,,,simulated_annealing,,"{'x[0][0]': 0, 'x[0][1]': 0, 'x[2][0]': 1, 'x[0][2]': 1, 'x[1][0]': 0, 'x[1][1]': 1, 'x[1][2]': 0, 'x[2][1]': 0, 'x[2][2]': 0}",0.0,,,,,3,empty,segment,1,0.0005,2021-06-22 10:26:08.943995,2021-06-22 10:26:09.093874
29,9.0,20.0,3.0,20.0,1.4141968661566262,majority_vote,dwave,DW_2000Q_6,"{'x[0][0]': 1, 'x[0][1]': -1, 'x[2][0]': -1, 'x[0][2]': -1, 'x[1][0]': -1, 'x[1][1]': -1, 'x[1][2]': 1, 'x[2][1]': 1, 'x[2][2]': 1}",-4.004999999999999,0.00033000000000049743,"{'x[0][0]': 0, 'x[0][1]': 0, 'x[2][0]': 1, 'x[0][2]': 1, 'x[1][0]': 0, 'x[1][1]': 1, 'x[1][2]': 0, 'x[2][1]': 0, 'x[2][2]': 0}",0.0,0.005459999999999979,3,empty,segment,1,0.0005,2021-06-22 10:26:09.104386,2021-06-22 10:26:13.485153
30,9.0,11.0,2.0,11.0,1.4141968661566262,majority_vote,dwave,Advantage_system1.1,"{'x[0][0]': -1, 'x[0][1]': -1, 'x[2][0]': 1, 'x[0][2]': 1, 'x[1][0]': -1, 'x[1][1]': 1, 'x[1][2]': 1, 'x[2][1]': -1, 'x[2][2]': -1}",-4.014999999999999,0.07042999999999994,"{'x[0][0]': 0, 'x[0][1]': 0, 'x[2][0]': 1, 'x[0][2]': 1, 'x[1][0]': 0, 'x[1][1]': 1, 'x[1][2]': 0, 'x[2][1]': 0, 'x[2][2]': 0}",0.0,0.019549999999999953,3,empty,segment,1,0.0005,2021-06-22 10:26:13.496661,2021-06-22 10:26:18.780022
31,0.0,0.0,0.0,0.0,0.0,,dwave,Leap_Hybrid,"{'x[0][0]': -1, 'x[0][1]': -1, 'x[2][0]': -1, 'x[0][2]': 1, 'x[1][0]': 1, 'x[1][1]': -1, 'x[1][2]': -1, 'x[2][1]': 1, 'x[2][2]': -1}",-0.004999999999999005,-0.004999999999999005,"{'x[0][0]': 0, 'x[0][1]': 0, 'x[2][0]': 0, 'x[0][2]': 1, 'x[1][0]': 1, 'x[1][1]': 0, 'x[1][2]': 0, 'x[2][1]': 1, 'x[2][2]': 0}",0.0,0.0,3,empty,segment,1,0.0005,2021-06-22 10:26:18.798035,2021-06-22 10:26:32.346739
32,,,,,,,simulated_annealing,,"{'x[0][0]': 1, 'x[0][1]': 0, 'x[2][0]': 0, 'x[0][2]': 0, 'x[1][0]': 0, 'x[1][1]': 1, 'x[1][2]': 0, 'x[2][1]': 0, 'x[2][2]': 1}",0.0,,,,,3,empty,complete,1,0.1,2021-06-22 10:26:32.379865,2021-06-22 10:26:32.561015
33,9.0,21.0,3.0,21.0,1.4307897640425336,majority_vote,dwave,DW_2000Q_6,"{'x[0][0]': 1, 'x[0][1]': -1, 'x[2][0]': 1, 'x[0][2]': 1, 'x[1][0]': -1, 'x[1][1]': 1, 'x[1][2]': -1, 'x[2][1]': -1, 'x[2][2]': -1}",-4.3,-0.19999999999999943,"{'x[0][0]': 1, 'x[0][1]': 0, 'x[2][0]': 0, 'x[0][2]': 0, 'x[1][0]': 0, 'x[1][1]': 1, 'x[1][2]': 0, 'x[2][1]': 0, 'x[2][2]': 1}",0.0,0.12639999999999968,3,empty,complete,1,0.1,2021-06-22 10:26:32.577026,2021-06-22 10:26:36.956679
34,9.0,12.0,2.0,12.0,1.4307897640425336,majority_vote,dwave,Advantage_system1.1,"{'x[0][0]': 1, 'x[0][1]': -1, 'x[2][0]': -1, 'x[0][2]': 1, 'x[1][0]': 1, 'x[1][1]': -1, 'x[1][2]': -1, 'x[2][1]': 1, 'x[2][2]': -1}",-4.300000000000001,-0.09019999999999878,"{'x[0][0]': 1, 'x[0][1]': 0, 'x[2][0]': 0, 'x[0][2]': 0, 'x[1][0]': 0, 'x[1][1]': 1, 'x[1][2]': 0, 'x[2][1]': 0, 'x[2][2]': 1}",0.0,0.12589999999999973,3,empty,complete,1,0.1,2021-06-22 10:26:36.967189,2021-06-22 10:26:42.299827
35,0.0,0.0,0.0,0.0,0.0,,dwave,Leap_Hybrid,"{'x[0][0]': 1, 'x[0][1]': -1, 'x[2][0]': -1, 'x[0][2]': -1, 'x[1][0]': -1, 'x[1][1]': 1, 'x[1][2]': -1, 'x[2][1]': -1, 'x[2][2]': 1}",0.3000000000000007,0.3000000000000007,"{'x[0][0]': 1, 'x[0][1]': 0, 'x[2][0]': 0, 'x[0][2]': 0, 'x[1][0]': 0, 'x[1][1]': 1, 'x[1][2]': 0, 'x[2][1]': 0, 'x[2][2]': 1}",0.0,0.0,3,empty,complete,1,0.1,2021-06-22 10:26:42.317341,2021-06-22 10:26:55.526373
36,,,,,,,simulated_annealing,,"{'x[0][0]': 1, 'x[0][1]': 0, 'x[2][0]': 0, 'x[0][2]': 0, 'x[1][0]': 0, 'x[1][1]': 1, 'x[1][2]': 0, 'x[2][1]': 0, 'x[2][2]': 1}",0.0,,,,,3,empty,complete,1,0.05,2021-06-22 10:26:55.551104,2021-06-22 10:26:55.707675
37,9.0,20.0,3.0,20.0,1.4221267850574286,majority_vote,dwave,DW_2000Q_6,"{'x[0][0]': -1, 'x[0][1]': -1, 'x[2][0]': 1, 'x[0][2]': 1, 'x[1][0]': -1, 'x[1][1]': 1, 'x[1][2]': -1, 'x[2][1]': 1, 'x[2][2]': -1}",-4.15,-0.07090000000000041,"{'x[0][0]': 1, 'x[0][1]': 0, 'x[2][0]': 0, 'x[0][2]': 0, 'x[1][0]': 0, 'x[1][1]': 1, 'x[1][2]': 0, 'x[2][1]': 0, 'x[2][2]': 1}",0.0,0.057999999999999836,3,empty,complete,1,0.05,2021-06-22 10:26:55.718683,2021-06-22 10:27:00.199226
38,9.0,11.0,2.0,11.0,1.4221267850574286,majority_vote,dwave,Advantage_system1.1,"{'x[0][0]': 1, 'x[0][1]': 1, 'x[2][0]': -1, 'x[0][2]': -1, 'x[1][0]': 1, 'x[1][1]': -1, 'x[1][2]': -1, 'x[2][1]': -1, 'x[2][2]': 1}",-4.15,-0.025400000000000523,"{'x[0][0]': 1, 'x[0][1]': 0, 'x[2][0]': 0, 'x[0][2]': 0, 'x[1][0]': 0, 'x[1][1]': 1, 'x[1][2]': 0, 'x[2][1]': 0, 'x[2][2]': 1}",0.0,0.07284999999999986,3,empty,complete,1,0.05,2021-06-22 10:27:00.210235,2021-06-22 10:27:06.001042
39,0.0,0.0,0.0,0.0,0.0,,dwave,Leap_Hybrid,"{'x[0][0]': 1, 'x[0][1]': -1, 'x[2][0]': -1, 'x[0][2]': -1, 'x[1][0]': -1, 'x[1][1]': 1, 'x[1][2]': -1, 'x[2][1]': -1, 'x[2][2]': 1}",0.14999999999999858,0.14999999999999858,"{'x[0][0]': 1, 'x[0][1]': 0, 'x[2][0]': 0, 'x[0][2]': 0, 'x[1][0]': 0, 'x[1][1]': 1, 'x[1][2]': 0, 'x[2][1]': 0, 'x[2][2]': 1}",0.0,0.0,3,empty,complete,1,0.05,2021-06-22 10:27:06.017554,2021-06-22 10:27:19.047536
40,,,,,,,simulated_annealing,,"{'x[0][0]': 1, 'x[0][1]': 0, 'x[2][0]': 0, 'x[0][2]': 0, 'x[1][0]': 0, 'x[1][1]': 1, 'x[1][2]': 0, 'x[2][1]': 0, 'x[2][2]': 1}",0.0,,,,,3,empty,complete,1,0.01,2021-06-22 10:27:19.085629,2021-06-22 10:27:19.231721
41,9.0,20.0,3.0,20.0,1.4155820094536693,majority_vote,dwave,DW_2000Q_6,"{'x[0][0]': -1, 'x[0][1]': 1, 'x[2][0]': 1, 'x[0][2]': -1, 'x[1][0]': -1, 'x[1][1]': -1, 'x[1][2]': 1, 'x[2][1]': 1, 'x[2][2]': -1}",-4.01,0.018820000000000423,"{'x[0][0]': 1, 'x[0][1]': 0, 'x[2][0]': 0, 'x[0][2]': 0, 'x[1][0]': 0, 'x[1][1]': 1, 'x[1][2]': 0, 'x[2][1]': 0, 'x[2][2]': 1}",0.0,0.011409999999999785,3,empty,complete,1,0.01,2021-06-22 10:27:19.242729,2021-06-22 10:27:23.780550
42,9.0,14.0,2.0,14.0,1.4155820094536693,majority_vote,dwave,Advantage_system1.1,"{'x[0][0]': 1, 'x[0][1]': -1, 'x[2][0]': -1, 'x[0][2]': 1, 'x[1][0]': -1, 'x[1][1]': 1, 'x[1][2]': -1, 'x[2][1]': 1, 'x[2][2]': -1}",-4.029999999999999,0.19168000000000027,"{'x[0][0]': 1, 'x[0][1]': 0, 'x[2][0]': 0, 'x[0][2]': 0, 'x[1][0]': 0, 'x[1][1]': 1, 'x[1][2]': 0, 'x[2][1]': 0, 'x[2][2]': 1}",0.0,0.02192999999999979,3,empty,complete,1,0.01,2021-06-22 10:27:23.791558,2021-06-22 10:27:29.133483
43,0.0,0.0,0.0,0.0,0.0,,dwave,Leap_Hybrid,"{'x[0][0]': 1, 'x[0][1]': -1, 'x[2][0]': -1, 'x[0][2]': -1, 'x[1][0]': -1, 'x[1][1]': 1, 'x[1][2]': -1, 'x[2][1]': -1, 'x[2][2]': 1}",0.02999999999999936,0.02999999999999936,"{'x[0][0]': 1, 'x[0][1]': 0, 'x[2][0]': 0, 'x[0][2]': 0, 'x[1][0]': 0, 'x[1][1]': 1, 'x[1][2]': 0, 'x[2][1]': 0, 'x[2][2]': 1}",0.0,0.0,3,empty,complete,1,0.01,2021-06-22 10:27:29.153497,2021-06-22 10:27:42.703292
44,,,,,,,simulated_annealing,,"{'x[0][0]': 1, 'x[0][1]': 0, 'x[2][0]': 0, 'x[0][2]': 0, 'x[1][0]': 0, 'x[1][1]': 1, 'x[1][2]': 0, 'x[2][1]': 0, 'x[2][2]': 1}",0.0,,,,,3,empty,complete,1,0.0005,2021-06-22 10:27:42.732310,2021-06-22 10:27:42.870440
45,9.0,20.0,3.0,20.0,1.414788281661881,majority_vote,dwave,DW_2000Q_6,"{'x[0][0]': 1, 'x[0][1]': 1, 'x[2][0]': -1, 'x[0][2]': -1, 'x[1][0]': 1, 'x[1][1]': -1, 'x[1][2]': -1, 'x[2][1]': -1, 'x[2][2]': 1}",-4.014999999999999,-0.014969999999999177,"{'x[0][0]': 1, 'x[0][1]': 0, 'x[2][0]': 0, 'x[0][2]': 0, 'x[1][0]': 0, 'x[1][1]': 1, 'x[1][2]': 0, 'x[2][1]': 0, 'x[2][2]': 1}",0.0,0.0071949999999999,3,empty,complete,1,0.0005,2021-06-22 10:27:42.881954,2021-06-22 10:27:47.396205
46,9.0,12.0,2.0,12.0,1.414788281661881,majority_vote,dwave,Advantage_system1.1,"{'x[0][0]': -1, 'x[0][1]': -1, 'x[2][0]': 1, 'x[0][2]': 1, 'x[1][0]': -1, 'x[1][1]': 1, 'x[1][2]': -1, 'x[2][1]': 1, 'x[2][2]': -1}",-4015,0.04311000000000036,"{'x[0][0]': 1, 'x[0][1]': 0, 'x[2][0]': 0, 'x[0][2]': 0, 'x[1][0]': 0, 'x[1][1]': 1, 'x[1][2]': 0, 'x[2][1]': 0, 'x[2][2]': 1}",0.0,0.010874999999999874,3,empty,complete,1,0.0005,2021-06-22 10:27:47.407216,2021-06-22 10:27:53.256548
